0.00.033.857 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.034.199 W srv  llama_server: -----------------
0.00.034.200 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.034.200 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.034.200 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.034.201 W srv  llama_server: -----------------
0.00.035.405 I srv    load_model: loading model '/mnt/raid0/llm/models/Qwen3.5-122B-A10B-MTP-GGUF/UD-Q4_K_M/Qwen3.5-122B-A10B-UD-Q4_K_M-00001-of-00003.gguf'
2.03.504.481 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 8192, kv_unified = 'false'
2.03.515.095 I srv  llama_server: model loaded
2.03.515.102 I srv  llama_server: listening on http://127.0.0.1:49051
2.03.730.261 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
3.35.178.673 I slot print_timing: id  0 | task 434 | n_decoded =    166, tg =   7.16 t/s, tg_3s =   7.12 t/s
3.38.273.783 I slot print_timing: id  0 | task 434 | n_decoded =    188, tg =   7.15 t/s, tg_3s =   7.11 t/s
3.38.980.204 I slot print_timing: id  0 | task 434 | prompt eval time =    2176.65 ms /   215 tokens (   10.12 ms per token,    98.78 tokens per second)
3.38.980.208 I slot print_timing: id  0 | task 434 |        eval time =   26988.97 ms /   193 tokens (  139.84 ms per token,     7.15 tokens per second)
3.38.980.208 I slot print_timing: id  0 | task 434 |       total time =   29165.62 ms /   408 tokens
3.38.980.210 I slot print_timing: id  0 | task 434 |    graphs reused =        608
3.38.980.237 I slot      release: id  0 | task 434 | stop processing: n_tokens = 407, truncated = 0
3.38.995.776 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 1515816048386
3.39.043.017 I slot launch_slot_: id  0 | task 629 | processing task, is_child = 0
3.57.135.491 I slot print_timing: id  0 | task 629 | prompt processing, n_tokens =   2048, progress = 0.46, t =  18.09 s / 113.20 tokens per second
4.09.839.072 I slot print_timing: id  0 | task 629 | prompt processing, n_tokens =   3444, progress = 0.77, t =  30.80 s / 111.83 tokens per second
4.19.457.031 I slot print_timing: id  0 | task 629 | prompt processing, n_tokens =   4468, progress = 1.00, t =  40.41 s / 110.56 tokens per second
4.21.917.425 I slot print_timing: id  0 | task 629 | prompt eval time =   40692.28 ms /  4472 tokens (    9.10 ms per token,   109.90 tokens per second)
4.21.917.429 I slot print_timing: id  0 | task 629 |        eval time =    2182.10 ms /    16 tokens (  136.38 ms per token,     7.33 tokens per second)
4.21.917.430 I slot print_timing: id  0 | task 629 |       total time =   42874.38 ms /  4488 tokens
4.21.917.431 I slot print_timing: id  0 | task 629 |    graphs reused =        622
4.21.917.507 I slot      release: id  0 | task 629 | stop processing: n_tokens = 4487, truncated = 0
4.21.919.372 I srv    operator(): operator(): cleaning up before exit...
