0.00.035.342 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.035.680 W srv  llama_server: -----------------
0.00.035.682 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.035.682 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.035.682 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.035.682 W srv  llama_server: -----------------
0.00.036.892 I srv    load_model: loading model '/mnt/raid0/llm/models/Qwen3.6-35B-A3B-MTP-Q8_0.gguf'
0.02.335.836 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 8192, kv_unified = 'false'
0.02.365.146 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.02.365.190 I srv  llama_server: model loaded
0.02.365.195 I srv  llama_server: listening on http://127.0.0.1:19087
0.04.123.521 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
0.15.269.805 I slot print_timing: id  0 | task 106 |        eval time =    3421.94 ms /    96 tokens (   35.65 ms per token,    28.05 tokens per second)
0.15.269.806 I slot print_timing: id  0 | task 106 |       total time =    3707.83 ms /   122 tokens
0.15.269.807 I slot print_timing: id  0 | task 106 |    graphs reused =        146
0.15.269.810 I slot print_timing: id  0 | task 106 | draft acceptance = 0.91837 (   45 accepted /    49 generated), mean len =  1.92
0.15.269.847 I slot      release: id  0 | task 106 | stop processing: n_tokens = 121, truncated = 0
0.15.280.509 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.120 (> 0.100 thold), f_keep = 0.025
0.15.294.864 I slot launch_slot_: id  0 | task 159 | processing task, is_child = 0
0.19.044.543 I slot print_timing: id  0 | task 159 | prompt eval time =     265.12 ms /    25 tokens (   10.60 ms per token,    94.30 tokens per second)
0.19.044.547 I slot print_timing: id  0 | task 159 |        eval time =    3484.52 ms /    96 tokens (   36.30 ms per token,    27.55 tokens per second)
0.19.044.548 I slot print_timing: id  0 | task 159 |       total time =    3749.64 ms /   121 tokens
0.19.044.549 I slot print_timing: id  0 | task 159 |    graphs reused =        196
0.19.044.552 I slot print_timing: id  0 | task 159 | draft acceptance = 0.86275 (   44 accepted /    51 generated), mean len =  1.86
0.19.044.588 I slot      release: id  0 | task 159 | stop processing: n_tokens = 120, truncated = 0
0.19.055.158 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.125 (> 0.100 thold), f_keep = 0.025
0.19.069.750 I slot launch_slot_: id  0 | task 213 | processing task, is_child = 0
0.22.889.077 I slot print_timing: id  0 | task 213 | prompt eval time =     250.37 ms /    24 tokens (   10.43 ms per token,    95.86 tokens per second)
0.22.889.081 I slot print_timing: id  0 | task 213 |        eval time =    3568.92 ms /    96 tokens (   37.18 ms per token,    26.90 tokens per second)
0.22.889.082 I slot print_timing: id  0 | task 213 |       total time =    3819.29 ms /   120 tokens
0.22.889.083 I slot print_timing: id  0 | task 213 |    graphs reused =        247
0.22.889.086 I slot print_timing: id  0 | task 213 | draft acceptance = 0.82692 (   43 accepted /    52 generated), mean len =  1.83
0.22.889.123 I slot      release: id  0 | task 213 | stop processing: n_tokens = 119, truncated = 0
0.22.899.711 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.111 (> 0.100 thold), f_keep = 0.025
0.22.914.304 I slot launch_slot_: id  0 | task 268 | processing task, is_child = 0
0.26.594.563 I slot print_timing: id  0 | task 268 | prompt eval time =     274.96 ms /    27 tokens (   10.18 ms per token,    98.20 tokens per second)
0.26.594.568 I slot print_timing: id  0 | task 268 |        eval time =    3405.27 ms /    96 tokens (   35.47 ms per token,    28.19 tokens per second)
0.26.594.568 I slot print_timing: id  0 | task 268 |       total time =    3680.23 ms /   123 tokens
0.26.594.570 I slot print_timing: id  0 | task 268 |    graphs reused =        295
0.26.594.572 I slot print_timing: id  0 | task 268 | draft acceptance = 0.91837 (   45 accepted /    49 generated), mean len =  1.92
0.26.594.606 I slot      release: id  0 | task 268 | stop processing: n_tokens = 122, truncated = 0
0.26.605.262 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.111 (> 0.100 thold), f_keep = 0.025
0.26.620.178 I slot launch_slot_: id  0 | task 321 | processing task, is_child = 0
0.30.336.748 I slot print_timing: id  0 | task 321 | prompt eval time =     283.27 ms /    27 tokens (   10.49 ms per token,    95.31 tokens per second)
0.30.336.752 I slot print_timing: id  0 | task 321 |        eval time =    3433.26 ms /    96 tokens (   35.76 ms per token,    27.96 tokens per second)
0.30.336.753 I slot print_timing: id  0 | task 321 |       total time =    3716.53 ms /   123 tokens
0.30.336.754 I slot print_timing: id  0 | task 321 |    graphs reused =        344
0.30.336.757 I slot print_timing: id  0 | task 321 | draft acceptance = 0.90000 (   45 accepted /    50 generated), mean len =  1.90
0.30.336.791 I slot      release: id  0 | task 321 | stop processing: n_tokens = 122, truncated = 0
0.30.347.425 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.125 (> 0.100 thold), f_keep = 0.025
0.30.361.631 I slot launch_slot_: id  0 | task 374 | processing task, is_child = 0
0.34.184.342 I slot print_timing: id  0 | task 374 | prompt eval time =     253.79 ms /    24 tokens (   10.57 ms per token,    94.57 tokens per second)
0.34.184.347 I slot print_timing: id  0 | task 374 |        eval time =    3568.90 ms /    96 tokens (   37.18 ms per token,    26.90 tokens per second)
0.34.184.348 I slot print_timing: id  0 | task 374 |       total time =    3822.69 ms /   120 tokens
0.34.184.349 I slot print_timing: id  0 | task 374 |    graphs reused =        394
0.34.184.352 I slot print_timing: id  0 | task 374 | draft acceptance = 0.84314 (   43 accepted /    51 generated), mean len =  1.84
0.34.184.388 I slot      release: id  0 | task 374 | stop processing: n_tokens = 119, truncated = 0
0.34.274.084 I srv    operator(): operator(): cleaning up before exit...
