0.00.036.306 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.036.637 W srv  llama_server: -----------------
0.00.036.638 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.036.638 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.036.639 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.036.639 W srv  llama_server: -----------------
0.00.037.838 I srv    load_model: loading model '/mnt/raid0/llm/models/Qwable-v1-GGUF/Qwable-v1.IQ4_XS.gguf'
0.03.131.371 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 8192, kv_unified = 'true'
0.03.141.790 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.03.141.833 I srv  llama_server: model loaded
0.03.141.839 I srv  llama_server: listening on http://127.0.0.1:18840
0.04.059.834 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
0.08.632.994 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.348 (> 0.100 thold), f_keep = 0.237
0.08.668.772 I slot launch_slot_: id  3 | task 311 | processing task, is_child = 0
0.09.716.300 I slot print_timing: id  3 | task 311 | prompt eval time =     113.61 ms /    46 tokens (    2.47 ms per token,   404.89 tokens per second)
0.09.716.303 I slot print_timing: id  3 | task 311 |        eval time =     933.89 ms /    93 tokens (   10.04 ms per token,    99.58 tokens per second)
0.09.716.304 I slot print_timing: id  3 | task 311 |       total time =    1047.50 ms /   139 tokens
0.09.716.305 I slot print_timing: id  3 | task 311 |    graphs reused =        362
0.09.716.355 I slot      release: id  3 | task 311 | stop processing: n_tokens = 158, truncated = 0
0.09.726.675 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.404 (> 0.100 thold), f_keep = 0.146
0.09.763.737 I slot launch_slot_: id  3 | task 406 | processing task, is_child = 0
0.12.882.009 I slot print_timing: id  3 | task 406 | n_decoded =    298, tg =  99.08 t/s, tg_3s =  99.08 t/s
0.14.679.169 I slot print_timing: id  3 | task 406 | prompt eval time =     110.43 ms /    37 tokens (    2.98 ms per token,   335.04 tokens per second)
0.14.679.172 I slot print_timing: id  3 | task 406 |        eval time =    4804.97 ms /   475 tokens (   10.12 ms per token,    98.86 tokens per second)
0.14.679.172 I slot print_timing: id  3 | task 406 |       total time =    4915.41 ms /   512 tokens
0.14.679.173 I slot print_timing: id  3 | task 406 |    graphs reused =        833
0.14.679.228 I slot      release: id  3 | task 406 | stop processing: n_tokens = 531, truncated = 0
0.14.689.522 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.383 (> 0.100 thold), f_keep = 0.043
0.14.726.403 I slot launch_slot_: id  3 | task 883 | processing task, is_child = 0
0.15.734.131 I slot print_timing: id  3 | task 883 | prompt eval time =     114.67 ms /    40 tokens (    2.87 ms per token,   348.84 tokens per second)
0.15.734.134 I slot print_timing: id  3 | task 883 |        eval time =     893.03 ms /    89 tokens (   10.03 ms per token,    99.66 tokens per second)
0.15.734.135 I slot print_timing: id  3 | task 883 |       total time =    1007.69 ms /   129 tokens
0.15.734.135 I slot print_timing: id  3 | task 883 |    graphs reused =        920
0.15.734.178 I slot      release: id  3 | task 883 | stop processing: n_tokens = 148, truncated = 0
0.15.744.281 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.411 (> 0.100 thold), f_keep = 0.155
0.15.779.680 I slot launch_slot_: id  3 | task 974 | processing task, is_child = 0
0.18.576.567 I slot print_timing: id  3 | task 974 | prompt eval time =     100.84 ms /    36 tokens (    2.80 ms per token,   356.99 tokens per second)
0.18.576.570 I slot print_timing: id  3 | task 974 |        eval time =    2696.01 ms /   267 tokens (   10.10 ms per token,    99.04 tokens per second)
0.18.576.571 I slot print_timing: id  3 | task 974 |       total time =    2796.86 ms /   303 tokens
0.18.576.572 I slot print_timing: id  3 | task 974 |    graphs reused =       1184
0.18.576.606 I slot      release: id  3 | task 974 | stop processing: n_tokens = 322, truncated = 0
0.18.586.573 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.397 (> 0.100 thold), f_keep = 0.071
0.18.623.864 I slot launch_slot_: id  3 | task 1243 | processing task, is_child = 0
0.19.526.437 I slot print_timing: id  3 | task 1243 | prompt eval time =     110.31 ms /    38 tokens (    2.90 ms per token,   344.48 tokens per second)
0.19.526.440 I slot print_timing: id  3 | task 1243 |        eval time =     792.23 ms /    79 tokens (   10.03 ms per token,    99.72 tokens per second)
0.19.526.441 I slot print_timing: id  3 | task 1243 |       total time =     902.54 ms /   117 tokens
0.19.526.442 I slot print_timing: id  3 | task 1243 |    graphs reused =       1261
0.19.526.474 I slot      release: id  3 | task 1243 | stop processing: n_tokens = 136, truncated = 0
0.19.537.312 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.404 (> 0.100 thold), f_keep = 0.169
0.19.573.508 I slot launch_slot_: id  3 | task 1324 | processing task, is_child = 0
0.22.069.500 I slot print_timing: id  3 | task 1324 | prompt eval time =     111.51 ms /    37 tokens (    3.01 ms per token,   331.80 tokens per second)
0.22.069.503 I slot print_timing: id  3 | task 1324 |        eval time =    2384.45 ms /   236 tokens (   10.10 ms per token,    98.97 tokens per second)
0.22.069.503 I slot print_timing: id  3 | task 1324 |       total time =    2495.96 ms /   273 tokens
0.22.069.504 I slot print_timing: id  3 | task 1324 |    graphs reused =       1494
0.22.069.532 I slot      release: id  3 | task 1324 | stop processing: n_tokens = 292, truncated = 0
0.22.079.884 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.329 (> 0.100 thold), f_keep = 0.079
0.22.125.788 I slot launch_slot_: id  3 | task 1562 | processing task, is_child = 0
0.22.364.322 I slot print_timing: id  3 | task 1562 | prompt eval time =     117.80 ms /    50 tokens (    2.36 ms per token,   424.45 tokens per second)
0.22.364.326 I slot print_timing: id  3 | task 1562 |        eval time =     120.71 ms /    12 tokens (   10.06 ms per token,    99.42 tokens per second)
0.22.364.326 I slot print_timing: id  3 | task 1562 |       total time =     238.50 ms /    62 tokens
0.22.364.327 I slot print_timing: id  3 | task 1562 |    graphs reused =       1504
0.22.364.359 I slot      release: id  3 | task 1562 | stop processing: n_tokens = 81, truncated = 0
0.22.374.430 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.411 (> 0.100 thold), f_keep = 0.284
0.22.409.350 I slot launch_slot_: id  3 | task 1576 | processing task, is_child = 0
0.22.590.486 I slot print_timing: id  3 | task 1576 | prompt eval time =     101.65 ms /    36 tokens (    2.82 ms per token,   354.16 tokens per second)
0.22.590.488 I slot print_timing: id  3 | task 1576 |        eval time =      79.46 ms /     8 tokens (    9.93 ms per token,   100.68 tokens per second)
0.22.590.489 I slot print_timing: id  3 | task 1576 |       total time =     181.11 ms /    44 tokens
0.22.590.490 I slot print_timing: id  3 | task 1576 |    graphs reused =       1510
0.22.590.551 I slot      release: id  3 | task 1576 | stop processing: n_tokens = 63, truncated = 0
0.22.591.380 I srv    operator(): operator(): cleaning up before exit...
